trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
658,False,"{'e': 0.038984058779272523, 'a': 0.5}",30,22,17.39379845896622,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'e': 0.03895446935658099, 'a': 0.5}",20,0,26.435627709970422,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
660,False,"{'e': 0.03892494720807615, 'a': 0.5}",25,18,14.0525464720552,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'e': 0.038895492079220696, 'a': 0.5}",25,0,35.06298273914311,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
662,False,"{'e': 0.038866103716823586, 'a': 0.5}",35,0,52.034594574750365,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'e': 0.03883678186903087, 'a': 0.5}",25,20,6.730539267646097,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'e': 0.03880752628531664, 'a': 0.5}",20,0,27.415089209369572,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
665,False,"{'e': 0.038778336716474064, 'a': 0.5}",25,9,32.34080592570251,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'e': 0.03874921291460643, 'a': 0.5}",30,17,9.860478699631834,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'e': 0.038720154633118314, 'a': 0.5}",20,12,13.474211691510387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'e': 0.03869116162670684, 'a': 0.5}",25,7,16.87197395231524,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
669,False,"{'e': 0.038662233651352955, 'a': 0.5}",30,0,32.11478666998921,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
670,False,"{'e': 0.03863337046431279, 'a': 0.5}",20,6,1.2948646435177196,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
671,False,"{'e': 0.038604571824109146, 'a': 0.5}",25,16,15.110332082925284,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'e': 0.03857583749052298, 'a': 0.5}",25,8,26.018233146929227,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'e': 0.03854716722458499, 'a': 0.5}",20,16,5.425120396854285,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'e': 0.03851856078856727, 'a': 0.5}",25,14,9.04804787849484,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'e': 0.03849001794597505, 'a': 0.5}",30,23,12.593356543659864,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'e': 0.038461538461538464, 'a': 0.5}",20,4,23.362520359352377,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'e': 0.03843312210120439, 'a': 0.5}",20,4,26.334363600576456,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'e': 0.03840476863212843, 'a': 0.5}",25,20,11.082693646287986,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'e': 0.038376477822666816, 'a': 0.5}",25,11,22.427263237527566,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'e': 0.03834824944236852, 'a': 0.5}",25,12,25.022982257617322,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'e': 0.03832008326196737, 'a': 0.5}",20,10,11.245977654404408,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
682,False,"{'e': 0.03829197905337418, 'a': 0.5}",20,9,20.713154728909686,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'e': 0.03826393658966905, 'a': 0.5}",30,7,12.853041542520508,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
684,False,"{'e': 0.038235955645093626, 'a': 0.5}",30,9,3.6246488581397776,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
685,False,"{'e': 0.03820803599504351, 'a': 0.5}",20,0,29.303830364103348,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'e': 0.038180177416060626, 'a': 0.5}",20,3,-14.821183949720828,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
687,False,"{'e': 0.038152379685825785, 'a': 0.5}",25,12,23.933120477154638,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'e': 0.038124642583151166, 'a': 0.5}",20,9,20.796590117002268,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'e': 0.03809696588797296, 'a': 0.5}",30,12,34.17450151267245,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'e': 0.03806934938134405, 'a': 0.5}",25,15,15.71312279497334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'e': 0.03804179284542668, 'a': 0.5}",25,0,39.89429923416285,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
692,False,"{'e': 0.038014296063485276, 'a': 0.5}",25,12,13.777313467700578,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
693,False,"{'e': 0.037986858819879316, 'a': 0.5}",35,21,27.07362176061078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'e': 0.037959480900056165, 'a': 0.5}",20,8,23.214677731590417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'e': 0.03793216209054408, 'a': 0.5}",30,24,8.74626232754841,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'e': 0.03790490217894517, 'a': 0.5}",20,13,13.955587758580728,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'e': 0.03787770095392851, 'a': 0.5}",30,17,15.307321938843007,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
698,False,"{'e': 0.03785055820522323, 'a': 0.5}",20,12,14.671621093497889,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'e': 0.03782347372361169, 'a': 0.5}",20,16,9.561311271079045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'e': 0.03779644730092272, 'a': 0.5}",20,6,23.338240769011183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'e': 0.0377694787300249, 'a': 0.5}",25,0,27.463358270846744,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
702,False,"{'e': 0.03774256780481986, 'a': 0.5}",25,3,40.01154439702243,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'e': 0.03771571432023571, 'a': 0.5}",20,6,28.568077650596194,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'e': 0.037688918072220454, 'a': 0.5}",20,9,21.601177928349365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'e': 0.03766217885773547, 'a': 0.5}",20,11,15.53020267886158,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'e': 0.03763549647474907, 'a': 0.5}",25,2,29.781300927254858,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
707,False,"{'e': 0.03760887072223008, 'a': 0.5}",20,10,18.68599231414933,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'e': 0.037582301400141446, 'a': 0.5}",25,17,15.709605394453824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'e': 0.037555788309433985, 'a': 0.5}",20,4,20.070736958062476,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'e': 0.037529331252040075, 'a': 0.5}",30,17,10.674007291690794,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
711,False,"{'e': 0.037502930030867465, 'a': 0.5}",35,18,35.42547297098847,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'e': 0.03747658444979307, 'a': 0.5}",20,12,13.601827180021893,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'e': 0.03745029431365691, 'a': 0.5}",20,16,8.602391256026747,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'e': 0.03742405942825599, 'a': 0.5}",20,1,29.922358123659116,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'e': 0.03739787960033829, 'a': 0.5}",30,18,20.5305664225856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'e': 0.037371754637596795, 'a': 0.5}",25,0,16.957366272080343,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
717,False,"{'e': 0.03734568434866355, 'a': 0.5}",30,8,27.945308050494013,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
718,False,"{'e': 0.0373196685431038, 'a': 0.5}",35,22,23.434194226993803,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'e': 0.03729370703141007, 'a': 0.5}",20,9,13.171576619227794,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'e': 0.037267799624996496, 'a': 0.5}",20,12,14.062575885773859,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'e': 0.03724194613619294, 'a': 0.5}",20,0,27.893922899051624,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'e': 0.03721614637823934, 'a': 0.5}",25,10,24.8658529632688,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'e': 0.037190400165280094, 'a': 0.5}",25,0,25.590224449889728,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
724,False,"{'e': 0.03716470731235832, 'a': 0.5}",20,2,21.512560285489997,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
725,False,"{'e': 0.037139067635410375, 'a': 0.5}",30,16,9.219566168587722,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
726,False,"{'e': 0.037113480951260276, 'a': 0.5}",25,11,24.71735731534896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'e': 0.0370879470776142, 'a': 0.5}",20,1,32.528026038351406,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'e': 0.03706246583305506, 'a': 0.5}",20,14,12.133447105449823,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'e': 0.037037037037037035, 'a': 0.5}",25,5,33.63540444397092,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'e': 0.037011660509880265, 'a': 0.5}",30,11,30.156793340965866,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'e': 0.036986336072765455, 'a': 0.5}",20,14,-31.03822611723192,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
732,False,"{'e': 0.03696106354772864, 'a': 0.5}",20,5,11.575133453737571,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
733,False,"{'e': 0.036935842757655886, 'a': 0.5}",30,0,45.34872642230065,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
734,False,"{'e': 0.03691067352627811, 'a': 0.5}",20,0,-0.607962186834369,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
735,False,"{'e': 0.03688555567816588, 'a': 0.5}",20,0,26.621851533514516,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'e': 0.036860489038724284, 'a': 0.5}",35,24,17.265111714603233,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'e': 0.03683547343418787, 'a': 0.5}",20,9,22.50241691502128,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'e': 0.036810508691615514, 'a': 0.5}",25,0,25.533922203726185,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
739,False,"{'e': 0.036785594638885484, 'a': 0.5}",25,6,25.45316881674202,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'e': 0.036760731104690386, 'a': 0.5}",30,18,20.80332516960414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'e': 0.03673591791853225, 'a': 0.5}",20,16,5.185855287325187,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'e': 0.036711154910717615, 'a': 0.5}",30,22,17.737538300641134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'e': 0.03668644191235265, 'a': 0.5}",25,11,26.917796040629945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'e': 0.036661778755338326, 'a': 0.5}",20,14,9.550688602179763,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'e': 0.03663716527236558, 'a': 0.5}",30,5,37.51870580394144,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'e': 0.03661260129691062, 'a': 0.5}",25,14,21.89367239271904,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'e': 0.036588086663230115, 'a': 0.5}",25,19,10.178132930808436,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'e': 0.036563621206356534, 'a': 0.5}",20,11,17.463407614940884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'e': 0.03653920476209348, 'a': 0.5}",25,8,25.335267862965527,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
750,False,"{'e': 0.03651483716701107, 'a': 0.5}",25,0,-4.728071681654899,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
751,False,"{'e': 0.03649051825844134, 'a': 0.5}",30,16,25.62758266289486,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'e': 0.03646624787447364, 'a': 0.5}",25,12,10.072980028912589,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
753,False,"{'e': 0.03644202585395018, 'a': 0.5}",25,14,13.9765171699691,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
754,False,"{'e': 0.03641785203646149, 'a': 0.5}",20,13,11.240042708706909,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'e': 0.03639372626234195, 'a': 0.5}",25,19,9.311579560408049,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'e': 0.036369648372665396, 'a': 0.5}",25,16,-24.951703867187636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
757,False,"{'e': 0.0363456182092407, 'a': 0.5}",30,0,28.096547154274532,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1
758,False,"{'e': 0.0363216356146074, 'a': 0.5}",30,16,26.583419594975325,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'e': 0.036297700432031385, 'a': 0.5}",30,10,22.413071063451174,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
760,False,"{'e': 0.03627381250550058, 'a': 0.5}",20,4,3.4378138182991433,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
761,False,"{'e': 0.03624997167972069, 'a': 0.5}",20,9,20.7597004555245,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'e': 0.03622617780011092, 'a': 0.5}",20,4,25.665837005290797,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'e': 0.03620243071279983, 'a': 0.5}",20,13,11.912754742129556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'e': 0.03617873026462108, 'a': 0.5}",25,0,33.25478543368782,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
765,False,"{'e': 0.036155076303109365, 'a': 0.5}",25,13,21.35943608851358,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'e': 0.036131468676496206, 'a': 0.5}",35,23,23.765788901185065,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'e': 0.036107907233705945, 'a': 0.5}",25,13,11.80967997496947,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
768,False,"{'e': 0.036084391824351615, 'a': 0.5}",25,10,26.512301946526847,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'e': 0.036060922298730945, 'a': 0.5}",20,16,8.414811398215672,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'e': 0.036037498507822355, 'a': 0.5}",20,0,15.04348695888887,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
771,False,"{'e': 0.03601412030328099, 'a': 0.5}",30,16,16.170722229444706,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
772,False,"{'e': 0.035990787537434725, 'a': 0.5}",20,0,29.766740841058954,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
773,False,"{'e': 0.03596750006328032, 'a': 0.5}",20,7,14.413736634735786,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
774,False,"{'e': 0.03594425773447947, 'a': 0.5}",20,13,12.93029907673035,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'e': 0.03592106040535498, 'a': 0.5}",20,5,20.43920790039312,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'e': 0.03589790793088691, 'a': 0.5}",20,14,13.559473691192398,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'e': 0.03587480016670876, 'a': 0.5}",20,0,27.187527094530115,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
778,False,"{'e': 0.03585173696910374, 'a': 0.5}",30,15,12.965106444817632,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
779,False,"{'e': 0.03582871819500093, 'a': 0.5}",20,14,8.224939410705106,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'e': 0.03580574370197165, 'a': 0.5}",20,13,12.020450215302812,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'e': 0.03578281334822566, 'a': 0.5}",20,0,16.038674699504245,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
782,False,"{'e': 0.03575992699260758, 'a': 0.5}",20,8,21.885091534345115,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'e': 0.03573708449459316, 'a': 0.5}",20,12,14.556908839901093,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'e': 0.03571428571428571, 'a': 0.5}",30,12,29.903693517710717,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'e': 0.03569153051241249, 'a': 0.5}",25,1,19.09701593839892,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
786,False,"{'e': 0.03566881875032108, 'a': 0.5}",25,16,15.517287674247962,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'e': 0.035646150289975954, 'a': 0.5}",20,2,25.806315079017963,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'e': 0.035623524993954825, 'a': 0.5}",30,0,26.714661445509453,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
789,False,"{'e': 0.03560094272544522, 'a': 0.5}",25,0,21.3821989920035,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
790,False,"{'e': 0.035578403348241, 'a': 0.5}",30,13,30.806638327836126,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'e': 0.035555906726738896, 'a': 0.5}",25,3,34.17691014553459,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'e': 0.035533452725935076, 'a': 0.5}",20,12,14.20632306282531,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'e': 0.03551104121142175, 'a': 0.5}",20,11,-5.235425113254182,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
794,False,"{'e': 0.0354886720493838, 'a': 0.5}",25,11,25.919893243949875,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'e': 0.03546634510659543, 'a': 0.5}",20,11,18.637308500052757,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'e': 0.03544406025041679, 'a': 0.5}",25,7,24.57539655419854,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
797,False,"{'e': 0.03542181734879073, 'a': 0.5}",20,13,10.972461581978862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'e': 0.03539961627023943, 'a': 0.5}",20,0,-9.17607666830358,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
799,False,"{'e': 0.03537745688386125, 'a': 0.5}",20,11,3.171024166218111,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
800,False,"{'e': 0.035355339059327376, 'a': 0.5}",25,0,31.281521946304256,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
801,False,"{'e': 0.03533326266687867, 'a': 0.5}",30,12,33.542609984456945,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'e': 0.035311227577322434, 'a': 0.5}",20,12,14.719798757551947,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'e': 0.035289233662029275, 'a': 0.5}",20,13,14.33168324534722,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'e': 0.035267280792929914, 'a': 0.5}",35,20,17.272727697034142,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
805,False,"{'e': 0.035245368842512066, 'a': 0.5}",20,14,10.42597802955026,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'e': 0.03522349768381734, 'a': 0.5}",25,19,11.201006965261154,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'e': 0.03520166719043814, 'a': 0.5}",25,12,18.144238923715616,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'e': 0.03517987723651459, 'a': 0.5}",20,7,15.44440627432093,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
809,False,"{'e': 0.035158127696731496, 'a': 0.5}",25,19,10.443994547572142,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'e': 0.03513641844631533, 'a': 0.5}",20,6,19.716833660339592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'e': 0.03511474936103118, 'a': 0.5}",20,3,12.871989674364208,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
812,False,"{'e': 0.03509312031717982, 'a': 0.5}",20,0,29.279004787159252,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
813,False,"{'e': 0.03507153119159472, 'a': 0.5}",25,4,26.392553138633733,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'e': 0.03504998186163908, 'a': 0.5}",30,12,28.132300667679047,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'e': 0.035028472205202936, 'a': 0.5}",25,15,19.032022040175853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'e': 0.03500700210070024, 'a': 0.5}",25,0,35.95759996168119,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
817,False,"{'e': 0.03498557142706598, 'a': 0.5}",20,3,27.32221472329211,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'e': 0.034964180063753285, 'a': 0.5}",30,11,34.25240723564992,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'e': 0.03494282789073061, 'a': 0.5}",30,13,32.37660170016318,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'e': 0.03492151478847891, 'a': 0.5}",20,0,29.076369851250778,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
821,False,"{'e': 0.0349002406379888, 'a': 0.5}",20,11,15.749630781696856,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'e': 0.03487900532075779, 'a': 0.5}",30,11,34.82896023811498,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'e': 0.03485780871878749, 'a': 0.5}",25,11,26.023404890036687,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'e': 0.034836650714580884, 'a': 0.5}",35,18,20.876027772226596,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
825,False,"{'e': 0.034815531191139566, 'a': 0.5}",20,4,16.177844384521322,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
826,False,"{'e': 0.03479445003196105, 'a': 0.5}",20,10,5.7319416588021825,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
827,False,"{'e': 0.03477340712103605, 'a': 0.5}",25,15,18.690428625591714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'e': 0.034752402342845795, 'a': 0.5}",20,7,22.922642101146035,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'e': 0.034731435582359395, 'a': 0.5}",25,5,-13.139046695518706,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
830,False,"{'e': 0.03471050672503116, 'a': 0.5}",20,0,15.028388176433623,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
831,False,"{'e': 0.03468961565679801, 'a': 0.5}",20,0,26.21895803804162,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
832,False,"{'e': 0.03466876226407682, 'a': 0.5}",30,15,17.928701701587027,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'e': 0.03464794643376185, 'a': 0.5}",20,1,31.46698882515558,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'e': 0.03462716805322218, 'a': 0.5}",20,8,-25.034074882251744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
835,False,"{'e': 0.03460642701029914, 'a': 0.5}",20,7,19.399500347445176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'e': 0.03458572319330373, 'a': 0.5}",20,13,-29.529739968939882,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
837,False,"{'e': 0.03456505649101418, 'a': 0.5}",30,8,16.27418044046868,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
838,False,"{'e': 0.03454442679267334, 'a': 0.5}",25,19,11.270977015258477,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'e': 0.034523833987986266, 'a': 0.5}",20,0,14.098842787758192,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
840,False,"{'e': 0.03450327796711771, 'a': 0.5}",25,2,14.941518921916652,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
841,False,"{'e': 0.034482758620689655, 'a': 0.5}",30,22,9.146229328662585,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
842,False,"{'e': 0.03446227583977888, 'a': 0.5}",20,14,10.142868797228248,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'e': 0.034441829515914534, 'a': 0.5}",20,11,15.309791872237493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
